YEAR,QUARTER,METRIC_QUARTER,TOTAL_FLIGHTS,TOTAL_DELAYED_FLIGHTS,TOTAL_CANCELLED_FLIGHTS,AVG_DELAY
2015,1,2015-Q1,310,115,10,2.660000
