IATA_CODE,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,LOAD_TIMESTAMP,AIRPORT_SIZE_CATEGORY,REGION,CONTINENT_GROUP,LOCATION_VALIDATION,RECORD_YEAR
ITH,Ithaca,NY,USA,42.49103,-76.45844,2025-11-26 03:35:24.903 -0800,MEDIUM,NORTHEAST,NORTH_AMERICA,VALID,2025
ITO,Hilo,HI,USA,19.72026,-155.04847,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
JAC,Jackson,WY,USA,43.60732,-110.73774,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
JAN,Jackson,MS,USA,32.31117,-90.07589,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
JAX,Jacksonville,FL,USA,30.49406,-81.68786,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
JFK,New York,NY,USA,40.63975,-73.77893,2025-11-26 03:35:24.903 -0800,MEDIUM,NORTHEAST,NORTH_AMERICA,VALID,2025
JLN,Joplin,MO,USA,37.15181,-94.49827,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
JMS,Jamestown,ND,USA,46.92972,-98.6782,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
JNU,Juneau,AK,USA,58.35496,-134.57628,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
KOA,Kailua/Kona,HI,USA,19.73877,-156.04563,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
KTN,Ketchikan,AK,USA,55.35557,-131.71374,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LAN,Lansing,MI,USA,42.7787,-84.58736,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
LAR,Laramie,WY,USA,41.31205,-105.67499,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LAS,Las Vegas,NV,USA,36.08036,-115.15233,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LAW,Lawton,OK,USA,34.56771,-98.41664,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LAX,Los Angeles,CA,USA,33.94254,-118.40807,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
LBB,Lubbock,TX,USA,33.66364,-101.82278,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
LBE,Latrobe,PA,USA,40.27594,-79.4048,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
LCH,Lake Charles,LA,USA,30.1261,-93.2234,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LEX,Lexington,KY,USA,38.03697,-84.60539,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LFT,Lafayette,LA,USA,30.20528,-91.98766,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LGA,New York,NY,USA,40.77724,-73.87261,2025-11-26 03:35:24.903 -0800,MEDIUM,NORTHEAST,NORTH_AMERICA,VALID,2025
LGB,Long Beach,CA,USA,33.81772,-118.15161,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
LIH,Lihue,HI,USA,21.97598,-159.33896,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LIT,Little Rock,AR,USA,34.7294,-92.22425,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LNK,Lincoln,NE,USA,40.85097,-96.75925,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
LRD,Laredo,TX,USA,27.54374,-99.46154,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
LSE,La Crosse,WI,USA,43.87938,-91.25654,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
LWS,Lewiston,ID,USA,46.3745,-117.01539,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MAF,Midland,TX,USA,31.94253,-102.20191,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
MBS,Saginaw,MI,USA,43.53291,-84.07965,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
MCI,Kansas City,MO,USA,39.29761,-94.71391,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MCO,Orlando,FL,USA,28.42889,-81.31603,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
MDT,Harrisburg,PA,USA,40.1935,-76.7634,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
MDW,Chicago,IL,USA,41.78598,-87.75242,2025-11-26 03:35:24.903 -0800,MEDIUM,MIDWEST,NORTH_AMERICA,VALID,2025
MEI,Meridian,MS,USA,32.33313,-88.75121,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MEM,Memphis,TN,USA,35.04242,-89.97667,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MFE,Mcallen,TX,USA,26.17583,-98.23861,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
MFR,Medford,OR,USA,42.37423,-122.8735,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
MGM,Montgomery,AL,USA,32.30064,-86.39398,2025-11-26 03:35:24.903 -0800,REGIONAL,SOUTH,NORTH_AMERICA,VALID,2025
MHK,Manhattan,KS,USA,39.14097,-96.67083,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MHT,Manchester,NH,USA,42.93452,-71.43706,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MIA,Miami,FL,USA,25.79325,-80.29056,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
MKE,Milwaukee,WI,USA,42.94722,-87.89658,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
MKG,Muskegon,MI,USA,43.16949,-86.23822,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
MLB,Melbourne,FL,USA,28.10275,-80.64581,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
MLI,Moline,IL,USA,41.44853,-90.50754,2025-11-26 03:35:24.903 -0800,MEDIUM,MIDWEST,NORTH_AMERICA,VALID,2025
MLU,Monroe,LA,USA,32.51087,-92.03769,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MMH,Mammoth Lakes,CA,USA,37.62405,-118.83777,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
MOB,Mobile,AL,USA,30.69142,-88.24283,2025-11-26 03:35:24.903 -0800,REGIONAL,SOUTH,NORTH_AMERICA,VALID,2025
MOT,Minot,ND,USA,48.25938,-101.28033,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MQT,Marquette,MI,USA,46.35364,-87.39536,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
MRY,Monterey,CA,USA,36.58698,-121.84295,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
MSN,Madison,WI,USA,43.13986,-89.33751,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
MSO,Missoula,MT,USA,46.91631,-114.09056,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MSP,Minneapolis,MN,USA,44.88055,-93.21692,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MSY,New Orleans,LA,USA,29.99339,-90.25803,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MTJ,Montrose,CO,USA,38.50887,-107.89383,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
MVY,Marthas Vineyard,MA,USA,41.39303,-70.61433,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
MYR,Myrtle Beach,SC,USA,33.67975,-78.92833,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
OAJ,Jacksonville,NC,USA,34.82916,-77.61214,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
OAK,Oakland,CA,USA,37.72129,-122.22072,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
OGG,Kahului,HI,USA,20.89865,-156.43046,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
OKC,Oklahoma City,OK,USA,35.39309,-97.60073,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
OMA,Omaha,NE,USA,41.30252,-95.89417,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
OME,Nome,AK,USA,64.5122,-165.44525,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
ONT,Ontario,CA,USA,34.056,-117.60119,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
ORD,Chicago,IL,USA,41.9796,-87.90446,2025-11-26 03:35:24.903 -0800,MEDIUM,MIDWEST,NORTH_AMERICA,VALID,2025
ORF,Norfolk,VA,USA,36.89461,-76.20122,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
ORH,Worcester,MA,USA,42.26734,-71.87571,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
OTH,North Bend,OR,USA,43.41714,-124.24603,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
OTZ,Kotzebue,AK,USA,66.88468,-162.59855,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PAH,Paducah,KY,USA,37.06083,-88.77375,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PBG,Plattsburgh,NY,USA,,,2025-11-26 03:35:24.903 -0800,MEDIUM,NORTHEAST,NORTH_AMERICA,INVALID,2025
PBI,West Palm Beach,FL,USA,26.68316,-80.09559,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
PDX,Portland,OR,USA,45.58872,-122.5975,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
PHF,Newport News,VA,USA,37.1319,-76.49299,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PHL,Philadelphia,PA,USA,39.87195,-75.24114,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
PHX,Phoenix,AZ,USA,33.43417,-112.00806,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PIA,Peoria,IL,USA,40.66424,-89.69331,2025-11-26 03:35:24.903 -0800,MEDIUM,MIDWEST,NORTH_AMERICA,VALID,2025
PIB,Hattiesburg-Laurel,MS,USA,31.46715,-89.33706,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PIH,Pocatello,ID,USA,42.91131,-112.59586,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PIT,Pittsburgh,PA,USA,40.49147,-80.23287,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
PLN,Pellston,MI,USA,45.57093,-84.79672,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
PNS,Pensacola,FL,USA,30.47331,-87.18744,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
PPG,Pago Pago,AS,USA,14.33102,-170.71053,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PSC,Pasco,WA,USA,46.26468,-119.11903,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
PSE,Ponce,PR,USA,18.0083,-66.56301,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PSG,Petersburg,AK,USA,56.80165,-132.94528,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PSP,Palm Springs,CA,USA,33.82922,-116.50625,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
PUB,Pueblo,CO,USA,38.28909,-104.49657,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PVD,Providence,RI,USA,41.724,-71.42822,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
PWM,Portland,ME,USA,43.64617,-70.30875,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RAP,Rapid City,SD,USA,44.04532,-103.05737,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RDD,Redding,CA,USA,40.50898,-122.2934,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
RDM,Redmond,OR,USA,44.25407,-121.14996,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
RDU,Raleigh,NC,USA,35.87764,-78.78747,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RHI,Rhinelander,WI,USA,45.63119,-89.46745,2025-11-26 03:35:24.903 -0800,REGIONAL,MIDWEST,NORTH_AMERICA,VALID,2025
RIC,Richmond,VA,USA,37.50517,-77.31967,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RKS,Rock Springs,WY,USA,41.59422,-109.06519,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RNO,Reno,NV,USA,39.49858,-119.76806,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
ROA,Roanoke,VA,USA,37.32547,-79.97543,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
ROC,Rochester,NY,USA,43.11887,-77.67238,2025-11-26 03:35:24.903 -0800,MEDIUM,NORTHEAST,NORTH_AMERICA,VALID,2025
ROW,Roswell,NM,USA,33.30156,-104.53056,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RST,Rochester,MN,USA,43.90883,-92.49799,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
RSW,Ft. Myers,FL,USA,26.53617,-81.75517,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
SAF,Santa Fe,NM,USA,35.61678,-106.08814,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SAN,San Diego,CA,USA,32.73356,-117.18966,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SAT,San Antonio,TX,USA,29.53369,-98.46978,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
SAV,Savannah,GA,USA,32.12758,-81.20214,2025-11-26 03:35:24.903 -0800,REGIONAL,SOUTH,NORTH_AMERICA,VALID,2025
SBA,Santa Barbara,CA,USA,34.42621,-119.84037,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SBN,South Bend,IN,USA,41.70895,-86.31847,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SBP,San Luis Obispo,CA,USA,35.23706,-120.64239,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SCC,Deadhorse,AK,USA,70.19476,-148.46516,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SCE,State College,PA,USA,40.85121,-77.8463,2025-11-26 03:35:24.903 -0800,REGIONAL,NORTHEAST,NORTH_AMERICA,VALID,2025
SDF,Louisville,KY,USA,38.17439,-85.736,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SEA,Seattle,WA,USA,47.44898,-122.30931,2025-11-26 03:35:24.903 -0800,REGIONAL,WEST,NORTH_AMERICA,VALID,2025
SFO,San Francisco,CA,USA,37.619,-122.37484,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SGF,Springfield,MO,USA,37.24433,-93.38686,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SGU,St George,UT,USA,37.09058,-113.59306,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SHV,Shreveport,LA,USA,32.44663,-93.8256,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SIT,Sitka,AK,USA,57.04714,-135.3616,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SJC,San Jose,CA,USA,37.36186,-121.92901,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SJT,San Angelo,TX,USA,31.35775,-100.49631,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
SJU,San Juan,PR,USA,18.43942,-66.00183,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SLC,Salt Lake City,UT,USA,40.78839,-111.97777,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SMF,Sacramento,CA,USA,38.69542,-121.59077,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SMX,Santa Maria,CA,USA,34.89925,-120.45758,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SNA,Santa Ana,CA,USA,33.67566,-117.86822,2025-11-26 03:35:24.903 -0800,LARGE,WEST,NORTH_AMERICA,VALID,2025
SPI,Springfield,IL,USA,39.84395,-89.67762,2025-11-26 03:35:24.903 -0800,MEDIUM,MIDWEST,NORTH_AMERICA,VALID,2025
SPS,Wichita Falls,TX,USA,33.9888,-98.49189,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
SRQ,Sarasota,FL,USA,27.39533,-82.55411,2025-11-26 03:35:24.903 -0800,MEDIUM,SOUTH,NORTH_AMERICA,VALID,2025
STC,St Cloud,MN,USA,45.54532,-94.05834,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
STL,St Louis,MO,USA,38.74769,-90.35999,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
STT,Charlotte Amalie,VI,USA,18.33731,-64.97336,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
STX,Christiansted,VI,USA,17.70189,-64.79856,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SUN,Hailey,ID,USA,43.50484,-114.29659,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
SUX,Sioux City,IA,USA,42.4026,-96.38437,2025-11-26 03:35:24.903 -0800,REGIONAL,INTERNATIONAL,NORTH_AMERICA,VALID,2025
